text,Description
ubereats parcel,food
airport parking,travel
psplus game,entertainment
croma shoes,shopping
xbox event,entertainment
xbox music,entertainment
flight SNACKS,travel
primevide entry,entertainment
service amount,other
vistara booking,travel
ZEPTO biryani,food
train snacks,travel
entry ecs,other
flight snacks,travel
hm basket,shopping
airport snack,food
sony movie,entertainment
prime sub,entertainment
DMART basket,shopping
kfc rice,food
amount auto,other
airport meal,food
zoomca booking,travel
credit processin,other
trai transfer,travel
revv shuttle,travel
zomato shake,food
ikea watch,shopping
behrouz THALI,food
ajio items,shopping
pro sub,entertainment
vistara TOLL,travel
ecs renewal,other
myntra JEANS,shopping
bus seat,travel
subway roll,food
zoomca shuttle,travel
STARBUCK SHAKE,food
revv ride,travel
airport meal,food
entry mandate,other
eatfi lunch,food
adjustment charge,other
PRIMEVIDEO show,entertainment
meesho purchase,shopping
UBEREATS lunch,food
metro transfer,travel
mcdonalds pizza,food
steam renta,entertainment
instamart roll,food
youtub rental,entertainment
sony entry,entertainment
AUTO UNKNOWN,other
decathlon purchase,shopping
bikanervala biryani,food
YOUTUBE SHOW,entertainment
renewal amount,other
train booking,travel
subway WRAP,food
uber TICKET,travel
youtube event,entertainment
misc entry,other
mcdonalds milk,food
rapido fare,travel
hold credit,other
adidas jeans,shopping
charg balance,other
train snacks,travel
blinkit rice,food
PUMA jeans,shopping
spotify concer,entertainment
tacobell biryani,food
charg unknow,other
txn balance,other
airport fare,travel
hold fee,other
airport meal,food
prime sub,entertainment
puma purchase,shopping
bus booking,travel
grocery basket,shopping
lenskart shoes,shopping
haldirams thali,food
sony ENTR,entertainment
lenskart gear,shopping
DMART basket,shopping
revv COMMUTE,travel
myntra BASKET,shopping
txn amount,other
OLA transfer,travel
nike ITEMS,shopping
rapido transfe,travel
FAASOS shake,food
NIKE SHOES,shopping
airport meal,food
processing auto,other
mcdonalds lunc,food
BUS parking,travel
indigo ticket,travel
behrouz meal,food
FLIPKART jacke,shopping
zee5 class,entertainment
payment renewal,other
airindia booking,travel
box8 parcel,food
gaana subscription,entertainment
faasos milk,food
flipkart basket,shopping
train snacks,food
zee5 class,entertainment
uber parking,travel
service mandate,other
airport shak,food
processin adjustment,other
FLIPKART jacket,shopping
bikanervala lunch,food
UBER booking,travel
grocery basket,shopping
airport meal,food
faaso biryani,food
revv fare,travel
train TOLL,travel
meesho bag,shopping
debit misc,other
train meal,food
plus SUB,entertainment
train snacks,food
ikea purchase,shopping
airport snack,food
METRO journey,travel
faaso buffet,food
NIKE jacke,shopping
OLA fare,travel
train MEAL,food
dmart BASKET,shopping
ola booking,travel
PSPLUS subscription,entertainment
spotify game,entertainment
airport parking,travel
netflix class,entertainment
ola pass,travel
rapido seat,travel
plus sub,entertainment
rapido pass,travel
bigbasket dinner,food
youtube game,entertainment
nike jean,shopping
bus SEAT,travel
ikea jeans,shopping
dmart basket,shopping
entr FEE,other
hotstar class,entertainment
instamart meal,food
kfc burger,food
trai shuttl,travel
plus sub,entertainment
indigo seat,travel
service renewal,other
dmart BASKET,shopping
txn charge,other
hold BALANCE,other
spotify ticket,entertainment
pro sub,entertainment
hotstar entry,entertainment
YOUTUBE music,entertainment
nike shirt,shopping
MCDONALDS pizz,food
bus ride,travel
steam pass,entertainment
audibl pass,entertainment
lyft ride,travel
MANDATE auto,other
ikea order,shopping
renewal credit,other
flight snacks,travel
misc fee,other
processing mandat,other
YOUTUBE subscriptio,entertainment
steam pass,entertainment
primevideo concer,entertainment
spicejet booking,travel
zoomcar journey,travel
eatfit milk,food
balance txn,other
blinkit buffet,food
grocery baske,shopping
youtube entry,entertainment
zara purchase,shopping
flight snacks,travel
flight snacks,travel
HM basket,shopping
plus sub,entertainment
fee entry,other
grocer basket,shopping
auto unknown,other
psplus pass,entertainment
auto TXN,other
psplus EVENT,entertainment
zomato rice,food
revv shuttl,travel
entry auto,other
dmart basket,shopping
ikea BAG,shopping
croma jeans,shopping
box8 coffe,food
charge charg,other
PROCESSING payment,other
ajio jacket,shopping
zee5 class,entertainment
flight snacks,travel
steam stream,entertainment
SERVICE ecs,other
bus trip,travel
ajio bag,shopping
bigbaske thali,food
behrouz roll,food
airport thali,food
train pass,travel
HOTSTAR RENTAL,entertainment
pro sub,entertainment
AMAZON order,shopping
SPOTIFY ticke,entertainment
fligh snack,travel
mandate MISC,other
dmart baske,shopping
auto payment,other
steam MOVIE,entertainment
crom shoe,shopping
uber journey,travel
metro ride,travel
hm baske,shopping
bikanervala snacks,food
subway ROLL,food
pro SUB,entertainment
train SNACKS,travel
uber parking,travel
train snacks,food
misc transfer,other
starbuck coffee,food
train parking,travel
audible pass,entertainment
flipkar watch,shopping
psplus show,entertainment
prime sub,entertainment
psplus event,entertainment
dominos burger,food
debit fee,other
adida watch,shopping
instamart shake,food
RAPIDO ride,travel
airport burger,food
dmart basket,shopping
lyft RIDE,travel
instamart snacks,food
airport snack,food
lenskart items,shopping
zoomcar journey,travel
dmart BASKET,shopping
prime SUB,entertainment
train SNACKS,travel
nike basket,shopping
puma BASKE,shopping
train snacks,travel
meesho PURCHASE,shopping
bus toll,travel
irctc bookin,travel
trai snack,travel
amount ecs,other
tacobel lunch,food
ENTRY fee,other
TRANSFER service,other
PUMA baske,shopping
lenskart shirt,shopping
prim sub,entertainment
grocer basket,shopping
gaana event,entertainment
txn servic,other
train fare,travel
airindia seat,travel
zepto BURGER,food
lenskart shoes,shopping
STEAM movi,entertainment
bigbasket dinner,food
primevideo subscription,entertainment
myntr basket,shopping
mandate balance,other
revv TICKET,travel
plus sub,entertainment
train snacks,travel
indigo ride,travel
charge misc,other
behrouz SNACK,food
unknown entry,other
train snacks,food
UBEREATS wrap,food
bus PASS,travel
processing paymen,other
instamart rice,food
sony rental,entertainment
starbucks coffee,food
adjustment adjustment,other
PSPLUS class,entertainment
ubereats burger,food
zee5 EVEN,entertainment
misc fee,other
hm shir,shopping
bus pass,travel
metro seat,travel
pro sub,entertainment
train toll,travel
grocery basket,shopping
processing processin,other
SPICEJET commute,travel
rapido parking,travel
plus sub,entertainment
STEAM ticket,entertainment
train snacks,travel
haldirams roll,food
zepto roll,food
ubereats BUFFET,food
transfer processing,other
sony EVENT,entertainment
IKEA cart,shopping
eatfit milk,food
puma purchase,shopping
grocery basket,shopping
NETFLIX show,entertainment
amazon gear,shopping
FAASO bread,food
ikea jeans,shopping
mandate debit,other
LYFT pass,travel
transfer mandate,other
RAPIDO transfer,travel
ola seat,travel
gaana rental,entertainment
adida items,shopping
instamart lunch,food
servic TXN,other
zee5 game,entertainment
STARBUCKS rice,food
blinkit rice,food
decathlon cart,shopping
pro sub,entertainment
spotify concert,entertainment
amazon shirt,shopping
prim sub,entertainment
AIRINDIA parking,travel
starbucks dinner,food
starbucks coffee,food
revv journey,travel
gaana concert,entertainment
payment processing,other
ajio watch,shopping
train snacks,travel
zoomcar pass,travel
steam PASS,entertainment
ola TRIP,travel
hold transfe,other
behrouz lunc,food
FEE credit,other
airport seat,travel
youtube rental,entertainment
SERVICE ADJUSTMEN,other
eatfit comb,food
spotif music,entertainment
MEESHO basket,shopping
dmart basket,shopping
flipkart jacket,shopping
bus seat,travel
transfer payment,other
spicejet seat,travel
starbuck LUNC,food
unknow processin,other
transfer debit,other
vistara SEAT,travel
KFC burger,food
train toll,travel
decathlon jacket,shopping
CROMA ITEMS,shopping
NETFLI show,entertainment
renewal renewal,other
zara bag,shopping
AIRPORT lunch,food
bookmyshow subscription,entertainment
ubereats MILK,food
STARBUCKS burger,food
tacobell wrap,food
decathlon watch,shopping
xbox show,entertainment
flight SNACKS,travel
trai snacks,travel
payment mandate,other
audible concert,entertainment
processing processing,other
crom ORDER,shopping
revv seat,travel
zoomcar PARKING,travel
HM basket,shopping
service processing,other
grocery basket,shopping
airindi commute,travel
renewa service,other
eatfit bread,food
decathlo set,shopping
netflix strea,entertainment
spotify movie,entertainment
fee renewal,other
spotify movi,entertainment
spicejet toll,travel
balance processing,other
psplus STREA,entertainment
metro trip,travel
swigg wrap,food
grocer BASKET,shopping
service transfer,other
dmart basket,shopping
NYKAA items,shopping
airport MEAL,food
blinkit biryan,food
bikanervala thali,food
eatfit lunch,food
rapido pass,travel
grocery BASKET,shopping
kfc snacks,food
TRAIN meal,food
meesh jacket,shopping
instamart shake,food
nykaa shir,shopping
zara shoes,shopping
FLIGHT snacks,travel
psplus subscription,entertainment
irct ticket,travel
eatfit dinner,food
train snacks,travel
metro toll,travel
croma items,shopping
PSPLUS SHOW,entertainment
youtube TICKET,entertainment
airport trip,travel
SPICEJE pass,travel
nykaa purchase,shopping
amoun misc,other
DMART baske,shopping
airindia pass,travel
uber transfer,travel
ola SHUTTL,travel
ola commute,travel
uber booking,travel
spicejet pass,travel
airport snacks,food
AUDIBLE class,entertainment
train snacks,food
flight snacks,travel
croma cart,shopping
FLIGHT snacks,travel
unknown debit,other
mandate transfer,other
OLA trip,travel
paymen debit,other
charge payment,other
audible class,entertainment
bookmyshow concert,entertainment
bikanervala shak,food
instamart combo,food
faasos snacks,food
DEBIT service,other
credit servic,other
train snacks,food
indigo booking,travel
unknown auto,other
debit balanc,other
netflix show,entertainment
gaana ticket,entertainment
bikanervala bread,food
tacobell combo,food
prime sub,entertainment
FLIGHT snacks,travel
psplu event,entertainment
nykaa shirt,shopping
bikanerval meal,food
unknown balance,other
airport meal,food
airport seat,travel
TRAIN snacks,food
amount charge,other
BUS shuttl,travel
adjustmen adjustment,other
hm set,shopping
sony show,entertainment
fligh snacks,travel
audible game,entertainment
eatfi combo,food
ecs credit,other
grocery basket,shopping
subwa milk,food
train meal,food
bookmyshow class,entertainment
blinkit burger,food
grocery basket,shopping
swiggy lunch,food
zara purchase,shopping
charge hold,other
NETFLIX game,entertainment
balanc service,other
transfer entry,other
decathlon shirt,shopping
processing processing,other
AUDIBLE PASS,entertainment
gaana event,entertainment
train snacks,travel
airport coffee,food
indigo pass,travel
airindi booking,travel
LYFT transfer,travel
RENEWAL payment,other
revv ride,travel
rapid COMMUTE,travel
INDIGO ride,travel
ENTRY ecs,other
adjustment balance,other
revv commute,travel
rapido journey,travel
nike basket,shopping
zara basket,shopping
misc credit,other
ubereats combo,food
zoomcar commute,travel
unknown debi,other
entr CREDIT,other
steam show,entertainment
metro shuttl,travel
zara shirt,shopping
TXN adjustment,other
revv transfer,travel
myntra cart,shopping
SUBWAY thali,food
AJIO order,shopping
balance ecs,other
flight snacks,travel
hm jeans,shopping
charge credit,other
ADJUSTMEN FEE,other
UNKNOWN ecs,other
decathlon gear,shopping
flight SNACK,travel
puma bag,shopping
dominos parcel,food
steam pass,entertainment
nyka cart,shopping
hm order,shopping
meesho watch,shopping
adidas jeans,shopping
rapido PASS,travel
amount entry,other
DOMINOS milk,food
faasos ROLL,food
netflix pass,entertainment
adidas items,shopping
AIRPORT snacks,food
zoomcar ticket,travel
prime sub,entertainment
BLINKIT dinner,food
misc renewal,other
eatfit shake,food
flipkart cart,shopping
ikea bag,shopping
hm baske,shopping
ZARA basket,shopping
starbucks thali,food
mandate SERVIC,other
meesho CART,shopping
domino pizza,food
mandate transfer,other
hm JEANS,shopping
REVV TICKET,travel
decathlon gear,shopping
behrouz pizza,food
renewal charge,other
unknown transfer,other
BALANC mandate,other
TRAIN meal,food
train meal,food
spiceje transfer,travel
airindi fare,travel
kfc RICE,food
train snacks,travel
sony class,entertainment
STARBUCKS RICE,food
subway LUNCH,food
netflix class,entertainment
misc CHARGE,other
steam class,entertainment
netfli stream,entertainment
uber SEAT,travel
tacobell snacks,food
renewal entry,other
audible SUBSCRIPTION,entertainment
mcdonalds rice,food
zomato buffet,food
youtube ticket,entertainment
metro ride,travel
fee transfer,other
dmart basket,shopping
mcdonalds dinne,food
dmar basket,shopping
xbox stream,entertainment
train snacks,travel
netfli show,entertainment
flipkart shoe,shopping
hold credit,other
vistara booking,travel
ecs mandat,other
processin renewal,other
