text,category
wallet topup subscription for office use,other
cash withdrawal bill during weekend,other
bank transfer expense late night,other
unknown vendor expense while travelling,other
adjustment bill monthly,other
upi payment payment one time,other
wallet topup booking family use,other
adjustment booking personal use,other
bank transfer payment urgent,other
bank transfer transaction routine,other
bank transfer payment for office use,other
service charge booking during weekend,other
cash withdrawal subscription late night,other
service charge bill while travelling,other
unknown vendor subscription monthly,other
misc expense recharge one time,other
adjustment expense family use,other
service charge purchase personal use,other
unknown vendor order urgent,other
misc expense bill routine,other
bank transfer booking for office use,other
misc expense monthly charge during weekend,other
service charge booking late night,other
wallet topup order while travelling,other
misc expense recharge monthly,other
adjustment recharge one time,other
misc expense purchase family use,other
adjustment monthly charge personal use,other
service charge booking urgent,other
adjustment purchase routine,other
unknown vendor subscription for office use,other
unknown vendor booking during weekend,other
adjustment purchase late night,other
adjustment purchase while travelling,other
unknown vendor recharge monthly,other
service charge subscription one time,other
adjustment transaction family use,other
service charge subscription personal use,other
service charge payment urgent,other
bank transfer booking routine,other
wallet topup bill for office use,other
adjustment order during weekend,other
cash withdrawal transaction late night,other
service charge monthly charge while travelling,other
misc expense order monthly,other
upi payment payment one time,other
cash withdrawal order family use,other
cash withdrawal subscription personal use,other
upi payment monthly charge urgent,other
adjustment subscription routine,other
unknown vendor transaction for office use,other
adjustment booking during weekend,other
unknown vendor order late night,other
wallet topup bill while travelling,other
service charge recharge monthly,other
